Cvarians9779	K13953
Cvarians46330	K04615
Cvarians9797	K06839
Cvarians413917	K16629
Cvarians103342	K03248
Cvarians155694	K12196
Cvarians32664	K00503
Cvarians222615	K18050
Cvarians342770	K13754
Cvarians56464	K16283
Cvarians127960	K16506
Cvarians16831	K04078
Cvarians17066	K19347
Cvarians174348	K00021
Cvarians12474	K14538
Cvarians111720	K09553
Cvarians49916	K09660
Cvarians391650	K02967
Cvarians220041	K01265
Cvarians175092	K12196
Cvarians123298	K07893
Cvarians176119	K00789
Cvarians84857	K03926
Cvarians239790	K16669
Cvarians17760	K10753
Cvarians4925	K15335
Cvarians412743	K01336
Cvarians287935	K24728
Cvarians12583	K14407
Cvarians281710	K09533
Cvarians49472	K11098
Cvarians118092	K05751
Cvarians58022	K21440
Cvarians5422	K01796
Cvarians57254	K11253
Cvarians75715	K01537
Cvarians228602	K09273
Cvarians7454	K14157
Cvarians35672	K01265
Cvarians101399	K04461
Cvarians491427	K01955
Cvarians138548	K06689
Cvarians164575	K01872
Cvarians160823	K11204
Cvarians231504	K02145
Cvarians40783	K17917
Cvarians1528	K16777
Cvarians51282	K09849
Cvarians11902	K10084
Cvarians341296	K01689
Cvarians35508	K02148
Cvarians31387	K09848
Cvarians94986	K02358
Cvarians25383	K07964
Cvarians61867	K21772
Cvarians281323	K12178
Cvarians195429	K01425
Cvarians174168	K09214
Cvarians5127	K10457
Cvarians83640	K10844
Cvarians66943	K00873
Cvarians18298	K12847
Cvarians40467	K07497
Cvarians162435	K00411
Cvarians31653	K00940
Cvarians5393	K15621
Cvarians164633	K03248
Cvarians360584	K13499
Cvarians58587	K12619
Cvarians351121	K22182
Cvarians72635	K11997
Cvarians227813	K02966
Cvarians204577	K02732
Cvarians181554	K12396
Cvarians163842	K01482
Cvarians352805	K05011
Cvarians57732	K22747
Cvarians77431	K12850
Cvarians489510	K10341
Cvarians236553	K06184
Cvarians466154	K17086
Cvarians23624	K09500
Cvarians20218	K02265
Cvarians66882	K07494
Cvarians59955	K09035
Cvarians349704	K11643
Cvarians313716	K01539
Cvarians43130	K11844
Cvarians124258	K23972
Cvarians371807	K00026
Cvarians5081	K07497
Cvarians38557	K06885
Cvarians64028	K24470
Cvarians132484	K17535
Cvarians348868	K08834
Cvarians118247	K07497
Cvarians12572	K08770
Cvarians460784	K17600
Cvarians226051	K03768
Cvarians6884	K10401
Cvarians402833	K02156
Cvarians52417	K24725
Cvarians79107	K10380
Cvarians8049	K14005
Cvarians19082	K07912
Cvarians47701	K10733
Cvarians283981	K10049
Cvarians76853	K22754
Cvarians71674	K16507
Cvarians13480	K20184
Cvarians104150	K21919
Cvarians134628	K24469
Cvarians241137	K00993
Cvarians232044	K19787
Cvarians8267	K10660
Cvarians19620	K05695
Cvarians56309	K14774
Cvarians463890	K02987
Cvarians94837	K05665
Cvarians7418	K15105
Cvarians10330	K15191
Cvarians55896	K00522
Cvarians340025	K14833
Cvarians6120	K17307
Cvarians7563	K19998
Cvarians46003	K02993
Cvarians81358	K00507
Cvarians400172	K14297
Cvarians1133	K15920
Cvarians1786	K04421
Cvarians159871	K01672
Cvarians125859	K05110
Cvarians5626	K12852
Cvarians156048	K02209
Cvarians149957	K20526
Cvarians77313	K07497
Cvarians9751	K08796
Cvarians295013	K07440
Cvarians31672	K01408
Cvarians463794	K17279
Cvarians71124	K05677
Cvarians195164	K02212
Cvarians136321	K02962
Cvarians13341	K00993
Cvarians45663	K01373
Cvarians118035	K12196
Cvarians109656	K00728
Cvarians296662	K02321
Cvarians353003	K00451
Cvarians70908	K01069
Cvarians110412	K01262
Cvarians599	K06571
Cvarians186134	K15042
Cvarians42645	K04800
Cvarians178853	K23691
Cvarians356389	K02997
Cvarians408539	K10691
Cvarians79542	K02156
Cvarians3020	K14797
Cvarians43140	K20167
Cvarians117052	K14437
Cvarians494301	K02940
Cvarians221605	K02962
Cvarians236261	K15050
Cvarians22058	K12898
Cvarians108199	K02981
Cvarians74530	K15198
Cvarians60121	K13126
Cvarians97145	K20823
Cvarians197340	K03942
Cvarians159421	K00021
Cvarians2031	K14944
Cvarians96977	K10393
Cvarians86983	K10104
Cvarians33728	K00281
Cvarians298225	K04600
Cvarians28574	K05692
Cvarians13712	K00102
Cvarians91367	K13126
Cvarians15619	K03246
Cvarians2730	K17571
Cvarians199082	K08073
Cvarians40999	K24055
Cvarians181203	K18041
Cvarians154673	K01104
Cvarians502175	K02882
Cvarians181076	K07942
Cvarians22163	K15631
Cvarians6909	K07936
Cvarians297524	K03872
Cvarians372701	K00088
Cvarians221122	K09313
Cvarians188845	K01539
Cvarians24802	K14347
Cvarians76689	K14810
Cvarians361770	K04565
Cvarians8438	K12349
Cvarians300702	K06528
Cvarians13162	K11292
Cvarians122301	K08960
Cvarians70809	K22028
Cvarians57726	K14301
Cvarians19030	K23342
Cvarians34107	K03231
Cvarians134650	K17495
Cvarians92733	K04382
Cvarians18950	K12382
Cvarians62466	K24523
Cvarians19402	K23456
Cvarians2435	K17592
Cvarians186910	K13646
Cvarians44231	K04550
Cvarians90793	K10380
Cvarians42334	K02867
Cvarians344320	K22383
Cvarians14477	K00728
Cvarians149057	K14769
Cvarians31112	K15152
Cvarians69505	K02180
Cvarians36406	K17598
Cvarians68672	K12618
Cvarians1847	K16449
Cvarians221037	K08997
Cvarians63698	K13023
Cvarians255061	K02149
Cvarians165650	K09203
Cvarians3225	K18619
Cvarians52228	K03232
Cvarians485993	K14859
Cvarians102047	K10799
Cvarians21413	K01365
Cvarians483295	K02982
Cvarians133649	K00131
Cvarians416825	K04530
Cvarians217	K06051
Cvarians11083	K07497
Cvarians133621	K21889
Cvarians198794	K03231
Cvarians288791	K08857
Cvarians16111	K05103
Cvarians6889	K13126
Cvarians18603	K08840
Cvarians113605	K05695
Cvarians80829	K11498
Cvarians28573	K02920
Cvarians134081	K02997
Cvarians53928	K03979
Cvarians18791	K06965
Cvarians196728	K04615
Cvarians414086	K05012
Cvarians98695	K15187
Cvarians14386	K19760
Cvarians109968	K14564
Cvarians474860	K24927
Cvarians21719	K15614
Cvarians6315	K17533
Cvarians5630	K09849
Cvarians91094	K07874
Cvarians41933	K20824
Cvarians437267	K09565
Cvarians376668	K02984
Cvarians463873	K01137
Cvarians104872	K12176
Cvarians63735	K03110
Cvarians340862	K07874
Cvarians3764	K13095
Cvarians363171	K10445
Cvarians23030	K12837
Cvarians8121	K03173
Cvarians30292	K16452
Cvarians56609	K10413
Cvarians458962	K02976
Cvarians37215	K07497
Cvarians23807	K12604
Cvarians83269	K14638
Cvarians85225	K06636
Cvarians3111	K17535
Cvarians1183	K04468
Cvarians65	K01674
Cvarians461344	K22372
Cvarians36857	K24418
Cvarians74912	K11367
Cvarians26446	K00864
Cvarians347367	K02134
Cvarians886	K13100
Cvarians11729	K15440
Cvarians4805	K15026
Cvarians2489	K14327
Cvarians183446	K08734
Cvarians74222	K12800
Cvarians3116	K15731
Cvarians62528	K14768
Cvarians5174	K22403
Cvarians93534	K15602
Cvarians128582	K00382
Cvarians10560	K17592
Cvarians87590	K23820
Cvarians112480	K08272
Cvarians463868	K17637
Cvarians109049	K03283
Cvarians94240	K14786
Cvarians23810	K06051
Cvarians171431	K13238
Cvarians175600	K01291
Cvarians41109	K00254
Cvarians45379	K02202
Cvarians468829	K09478
Cvarians34395	K04361
Cvarians65125	K18966
Cvarians260787	K08796
Cvarians45764	K01679
Cvarians2030	K02599
Cvarians32623	K13179
Cvarians76895	K00940
Cvarians378636	K02870
Cvarians165933	K03935
Cvarians46238	K01874
Cvarians18025	K19787
Cvarians54207	K02879
Cvarians184804	K02208
Cvarians14716	K02151
Cvarians86507	K14792
Cvarians9911	K01262
Cvarians227886	K24220
Cvarians119879	K10691
Cvarians12053	K16610
Cvarians6443	K00249
Cvarians472692	K08869
Cvarians7773	K18756
Cvarians5026	K10865
Cvarians212117	K02355
Cvarians407794	K20476
Cvarians23762	K10691
Cvarians249674	K01733
Cvarians401043	K02937
Cvarians469245	K02984
Cvarians55750	K03979
Cvarians8661	K00658
Cvarians229550	K00856
Cvarians6091	K05768
Cvarians223131	K15042
Cvarians288728	K11996
Cvarians42666	K02976
Cvarians5299	K01302
Cvarians93519	K02864
Cvarians199525	K12591
Cvarians98354	K25421
Cvarians96799	K01649
Cvarians6348	K04594
Cvarians171561	K16298
Cvarians106126	K02883
Cvarians3877	K01130
Cvarians44363	K11268
Cvarians122151	K00261
Cvarians49295	K10407
Cvarians19067	K11363
Cvarians75037	K15196
Cvarians3738	K15029
Cvarians50366	K02998
Cvarians55954	K02112
Cvarians201571	K00326
Cvarians14890	K06842
Cvarians5951	K13525
Cvarians22717	K02867
Cvarians22912	K23338
Cvarians4174	K02870
Cvarians345669	K04797
Cvarians39096	K22544
Cvarians94318	K02882
Cvarians167394	K02112
Cvarians77407	K20222
Cvarians67947	K05126
Cvarians200808	K07422
Cvarians6982	K20291
Cvarians9745	K06095
Cvarians137001	K10396
Cvarians189737	K01537
Cvarians62961	K15710
Cvarians95942	K14850
Cvarians152348	K04648
Cvarians117238	K10415
Cvarians47460	K11345
Cvarians31910	K13122
Cvarians226990	K24537
Cvarians226035	K04600
Cvarians107407	K16195
Cvarians137028	K07562
Cvarians141399	K10251
Cvarians1582	K15192
Cvarians472681	K05695
Cvarians43086	K18160
Cvarians43796	K07375
Cvarians859	K08869
Cvarians72201	K21424
Cvarians290196	K05762
Cvarians134214	K10453
Cvarians59998	K05673
Cvarians246439	K10595
Cvarians97625	K10260
Cvarians19145	K00981
Cvarians358012	K09500
Cvarians1953	K14442
Cvarians134278	K05970
Cvarians403376	K09188
Cvarians347626	K11374
Cvarians16172	K17497
Cvarians472752	K05399
Cvarians73133	K00637
Cvarians135162	K14621
Cvarians63787	K00688
Cvarians424273	K02960
Cvarians282034	K00382
Cvarians177474	K06630
Cvarians47708	K08635
Cvarians86092	K00699
Cvarians305410	K05695
Cvarians347011	K01714
Cvarians200388	K19947
Cvarians3184	K13174
Cvarians40081	K04592
Cvarians3765	K10349
Cvarians21341	K09609
Cvarians17955	K17541
Cvarians95058	K07466
Cvarians48380	K09595
Cvarians103328	K01092
Cvarians6127	K22913
Cvarians63727	K04097
Cvarians229793	K14328
Cvarians55799	K00031
Cvarians289088	K20180
Cvarians45735	K10747
Cvarians92817	K07901
Cvarians16810	K00555
Cvarians19215	K23551
Cvarians15308	K14510
Cvarians29252	K17623
Cvarians37844	K17777
Cvarians465803	K15920
Cvarians72362	K16780
Cvarians249780	K12392
Cvarians170741	K05673
Cvarians14158	K00799
Cvarians5336	K02973
Cvarians10391	K07198
Cvarians119850	K07889
Cvarians23745	K10579
Cvarians83951	K22989
Cvarians343842	K12405
Cvarians304902	K06685
Cvarians9685	K00128
Cvarians491314	K08515
Cvarians295168	K11373
Cvarians82503	K00934
Cvarians15133	K19511
Cvarians57382	K04420
Cvarians295381	K02957
Cvarians4216	K10380
Cvarians249312	K09613
Cvarians8792	K03686
Cvarians154707	K06237
Cvarians37426	K10380
Cvarians125227	K03522
Cvarians112207	K17360
Cvarians13159	K07562
Cvarians11951	K23966
Cvarians410026	K00262
Cvarians502761	K00658
Cvarians81398	K05126
Cvarians122557	K03231
Cvarians70700	K10393
Cvarians26602	K08770
Cvarians312922	K01897
Cvarians69879	K25201
Cvarians414267	K12272
Cvarians61584	K17495
Cvarians30574	K08773
Cvarians79174	K11204
Cvarians299012	K00294
Cvarians371688	K07936
Cvarians20068	K05636
Cvarians242459	K02951
Cvarians185619	K12402
Cvarians21300	K24741
Cvarians30727	K03018
Cvarians105115	K03263
Cvarians340730	K25004
Cvarians345204	K15164
Cvarians41203	K06133
Cvarians156127	K08606
Cvarians53322	K03686
Cvarians4702	K06693
Cvarians368577	K04079
Cvarians128933	K00325
Cvarians4867	K03934
Cvarians285861	K06695
Cvarians56516	K14242
Cvarians88345	K02183
Cvarians257687	K13025
Cvarians244216	K14843
Cvarians3996	K09510
Cvarians363652	K01805
Cvarians66687	K00227
Cvarians65519	K13811
Cvarians96862	K12479
Cvarians83689	K24055
Cvarians12036	K23781
Cvarians49359	K19626
Cvarians47163	K00966
Cvarians203763	K02136
Cvarians15268	K23334
Cvarians19126	K07360
Cvarians67648	K12301
Cvarians136101	K02969
Cvarians43380	K17808
Cvarians478219	K05665
Cvarians292402	K11339
Cvarians12543	K17495
Cvarians38907	K15192
Cvarians131011	K06640
Cvarians350430	K09452
Cvarians11428	K07179
Cvarians461146	K00548
Cvarians64180	K03935
Cvarians20897	K13137
Cvarians128730	K03781
Cvarians220877	K05546
Cvarians340977	K01556
Cvarians372078	K13348
Cvarians93282	K17478
Cvarians179978	K12350
Cvarians146786	K03572
Cvarians25380	K02087
Cvarians452614	K01377
Cvarians52501	K22614
Cvarians226399	K10280
Cvarians188686	K09037
Cvarians74486	K08838
Cvarians78632	K05592
Cvarians503579	K12820
Cvarians51858	K08606
Cvarians14537	K04634
Cvarians296457	K13443
Cvarians164303	K00942
Cvarians437867	K10398
Cvarians13509	K04733
Cvarians424770	K06174
Cvarians187207	K08341
Cvarians240246	K12880
Cvarians34616	K11644
Cvarians14459	K11485
Cvarians79815	K12184
Cvarians41861	K02898
Cvarians5019	K10877
Cvarians132195	K22804
Cvarians103857	K04644
Cvarians42704	K18019
Cvarians12743	K02964
Cvarians420908	K04534
Cvarians27359	K12021
Cvarians46937	K02866
Cvarians352888	K14648
Cvarians363072	K17268
Cvarians14703	K13111
Cvarians461614	K02910
Cvarians303789	K10684
Cvarians19488	K12619
Cvarians23328	K13125
Cvarians22429	K20407
Cvarians23260	K11684
Cvarians63011	K01336
Cvarians87401	K05099
Cvarians181494	K02148
Cvarians150254	K11798
Cvarians233848	K03178
Cvarians8402	K22614
Cvarians22044	K22399
Cvarians131111	K05658
Cvarians62887	K12190
Cvarians407627	K13708
Cvarians247582	K20526
Cvarians12692	K12736
Cvarians5464	K00541
Cvarians17942	K12567
Cvarians5521	K17341
Cvarians167791	K22824
Cvarians215460	K14011
Cvarians31322	K19573
Cvarians400431	K08794
Cvarians4491	K07375
Cvarians481403	K22941
Cvarians3025	K20909
Cvarians158009	K07292
Cvarians133368	K12392
Cvarians23594	K10451
Cvarians166047	K04567
Cvarians222537	K10840
Cvarians37288	K10260
Cvarians346133	K17261
Cvarians93148	K09583
Cvarians13583	K03654
Cvarians84714	K00019
Cvarians164448	K04422
Cvarians15182	K07877
Cvarians77404	K05643
Cvarians97263	K00815
Cvarians38783	K16726
Cvarians8336	K21877
Cvarians8143	K25219
Cvarians4064	K03240
Cvarians502194	K00432
Cvarians3897	K02908
Cvarians30532	K04683
Cvarians113461	K04456
Cvarians468691	K02427
Cvarians300172	K11168
Cvarians116682	K05011
Cvarians186770	K11600
Cvarians32377	K00213
Cvarians16013	K05700
Cvarians137091	K23480
Cvarians105510	K10297
Cvarians482393	K05658
Cvarians304446	K17341
Cvarians196601	K01902
Cvarians39179	K10880
Cvarians76783	K01493
Cvarians56340	K13117
Cvarians36177	K19721
Cvarians28706	K10380
Cvarians345384	K03644
Cvarians461776	K24524
Cvarians348132	K08656
Cvarians80633	K03926
Cvarians11463	K01539
Cvarians55495	K00297
Cvarians471473	K17535
Cvarians136800	K04802
Cvarians27616	K08848
Cvarians297804	K15292
Cvarians110596	K16796
Cvarians124539	K08057
Cvarians459396	K03520
Cvarians129680	K03953
Cvarians74922	K01674
Cvarians13405	K02355
Cvarians197481	K12581
Cvarians164453	K04794
Cvarians108703	K09497
Cvarians61961	K05665
Cvarians120182	K00934
Cvarians5594	K10380
Cvarians21107	K00901
Cvarians133316	K07497
Cvarians423619	K03850
Cvarians15889	K04958
Cvarians172427	K02930
Cvarians125815	K18595
Cvarians117657	K20302
Cvarians52846	K12591
Cvarians62209	K02938
Cvarians350839	K16726
Cvarians2684	K06826
Cvarians115981	K20793
Cvarians11408	K05702
Cvarians286739	K00789
Cvarians5416	K11984
Cvarians233935	K14293
Cvarians50176	K10872
Cvarians1984	K14293
Cvarians232377	K15621
Cvarians1007	K01596
Cvarians80858	K00621
Cvarians4872	K18663
Cvarians56040	K12311
Cvarians20595	K03028
Cvarians118154	K06271
Cvarians2641	K10408
Cvarians17097	K02949
Cvarians9936	K06677
Cvarians208349	K06238
Cvarians81163	K01674
Cvarians4411	K01649
Cvarians418407	K01052
Cvarians358446	K02868
Cvarians72177	K08021
Cvarians70714	K12504
Cvarians431564	K00507
Cvarians448765	K20396
Cvarians132731	K15192
Cvarians459321	K09495
Cvarians73920	K09481
Cvarians48085	K05099
Cvarians14403	K14538
Cvarians39355	K01907
Cvarians304622	K09497
Cvarians29716	K00324
Cvarians14058	K22544
Cvarians116462	K03037
Cvarians23657	K14515
Cvarians76036	K11375
Cvarians13457	K06676
Cvarians13604	K03439
Cvarians57969	K17279
Cvarians1252	K13192
Cvarians65494	K05759
Cvarians6102	K24469
Cvarians181724	K02949
Cvarians363186	K19674
Cvarians231779	K04346
Cvarians292802	K04536
Cvarians28864	K12035
Cvarians100301	K02985
Cvarians232187	K10696
Cvarians133589	K13886
Cvarians3246	K07532
Cvarians476884	K14684
Cvarians53966	K02866
Cvarians16802	K14016
Cvarians289258	K08789
Cvarians84497	K02151
Cvarians62873	K12183
Cvarians306537	K04615
Cvarians294271	K03686
Cvarians47647	K00728
Cvarians182385	K10249
Cvarians106614	K03036
Cvarians33224	K04364
Cvarians16271	K19036
Cvarians422789	K23852
Cvarians195786	K03242
Cvarians61893	K02927
Cvarians1721	K02977
Cvarians403313	K10770
Cvarians10830	K05110
Cvarians2295	K24887
Cvarians16472	K19583
Cvarians414507	K10895
Cvarians1407	K06777
Cvarians45472	K06568
Cvarians28056	K03175
Cvarians42007	K02186
Cvarians72499	K01135
Cvarians10030	K01109
Cvarians87919	K12666
Cvarians68591	K24938
Cvarians36776	K17341
Cvarians11073	K12818
Cvarians56061	K05661
Cvarians461172	K00658
Cvarians88639	K20865
Cvarians151811	K17686
Cvarians235956	K12490
Cvarians14514	K25374
Cvarians22252	K17823
Cvarians73521	K25412
Cvarians411385	K09207
Cvarians3040	K11339
Cvarians1788	K15183
Cvarians6093	K00817
Cvarians204360	K11664
Cvarians468849	K05767
Cvarians76255	K01868
Cvarians1117	K19476
Cvarians26264	K06129
Cvarians58066	K14405
Cvarians49966	K08592
Cvarians343583	K00626
Cvarians10358	K04638
Cvarians104789	K07203
Cvarians54280	K20278
Cvarians3316	K09941
Cvarians75097	K16726
Cvarians346591	K17743
Cvarians96254	K05099
Cvarians347824	K14692
Cvarians56710	K00288
Cvarians346999	K10609
Cvarians10287	K03007
Cvarians126812	K14555
Cvarians75049	K01679
Cvarians12039	K16819
Cvarians111606	K15255
Cvarians235187	K00962
Cvarians196173	K19202
Cvarians472176	K02734
Cvarians428574	K02146
Cvarians474114	K06106
Cvarians29072	K14402
Cvarians341484	K03648
Cvarians2829	K19384
Cvarians351347	K04441
Cvarians295072	K03386
Cvarians474251	K03257
Cvarians21063	K20412
Cvarians47858	K02599
Cvarians33347	K07299
Cvarians119162	K06269
Cvarians68898	K12893
Cvarians104152	K01092
Cvarians7154	K00485
Cvarians141375	K20131
Cvarians138930	K05665
Cvarians149514	K00559
Cvarians8773	K11367
Cvarians155160	K14424
Cvarians355657	K14565
Cvarians42829	K13523
Cvarians66585	K04615
Cvarians37593	K09419
Cvarians155181	K02938
Cvarians93777	K12838
Cvarians474179	K02900
Cvarians407650	K03671
Cvarians11889	K13171
Cvarians103347	K16939
Cvarians186463	K00472
Cvarians120099	K06545
Cvarians183356	K11805
Cvarians103274	K06813
Cvarians462685	K02938
Cvarians301933	K17478
Cvarians192165	K02999
Cvarians52594	K07527
Cvarians292561	K02883
Cvarians288687	K01412
Cvarians461878	K05011
Cvarians50495	K22614
Cvarians478592	K00820
Cvarians19609	K04362
Cvarians460243	K08592
Cvarians4022	K11594
Cvarians41630	K12798
Cvarians10881	K02677
Cvarians18699	K15732
Cvarians100220	K12856
Cvarians184416	K19995
Cvarians164210	K02256
Cvarians183	K05681
Cvarians285111	K17279
Cvarians54085	K11204
Cvarians22048	K16075
Cvarians23202	K24524
Cvarians492927	K03258
Cvarians74568	K17275
Cvarians425079	K15104
Cvarians119	K17300
Cvarians133038	K02541
Cvarians91741	K07497
Cvarians36923	K16681
Cvarians86188	K04649
Cvarians25399	K12375
Cvarians994	K06589
Cvarians38849	K21767
Cvarians2009	K05695
Cvarians406098	K00700
Cvarians287929	K00338
Cvarians105390	K01298
Cvarians12145	K03248
Cvarians47259	K10573
Cvarians90987	K10577
Cvarians144397	K01681
Cvarians3270	K12198
Cvarians14657	K08817
Cvarians44144	K00784
Cvarians15980	K03124
Cvarians1997	K23820
Cvarians20201	K11085
Cvarians18363	K03941
Cvarians16427	K02133
Cvarians346964	K08794
Cvarians88572	K24047
Cvarians411515	K00456
Cvarians287558	K02956
Cvarians287742	K09580
Cvarians126909	K12382
Cvarians5849	K04615
Cvarians404262	K00232
Cvarians3294	K16343
Cvarians28145	K02885
Cvarians472394	K00859
Cvarians2704	K03671
Cvarians417550	K03234
Cvarians382015	K10478
Cvarians135144	K09377
Cvarians174296	K24736
Cvarians5209	K25426
Cvarians399338	K10268
Cvarians31822	K21971
Cvarians232593	K00654
Cvarians12817	K03033
Cvarians4620	K20872
Cvarians332918	K11338
Cvarians227363	K02183
Cvarians848	K05117
Cvarians227123	K10415
Cvarians1453	K13296
Cvarians3062	K21421
Cvarians348487	K03023
Cvarians31545	K10610
Cvarians2237	K02876
Cvarians180995	K00831
Cvarians4436	K07440
Cvarians100739	K20177
Cvarians244035	K09503
Cvarians84430	K09553
Cvarians117768	K13207
Cvarians55253	K11647
Cvarians65110	K01539
Cvarians13258	K08467
Cvarians410931	K12479
Cvarians29089	K21797
Cvarians135207	K24741
Cvarians898	K09499
Cvarians146388	K24392
Cvarians53275	K07497
Cvarians107553	K03163
Cvarians237486	K02320
Cvarians240029	K11807
Cvarians22197	K00966
Cvarians9361	K24630
Cvarians16187	K05850
Cvarians10132	K01092
Cvarians18081	K19178
Cvarians90390	K05695
Cvarians104898	K12838
Cvarians14494	K10457
Cvarians230731	K24686
Cvarians152204	K19882
Cvarians7779	K01893
Cvarians62877	K05665
Cvarians47357	K10843
Cvarians348822	K00597
Cvarians9182	K17936
Cvarians17623	K08766
Cvarians71077	K09848
Cvarians241415	K09172
Cvarians86481	K01322
Cvarians214613	K03028
Cvarians3653	K24185
Cvarians291171	K02889
Cvarians61586	K06777
Cvarians32109	K02898
Cvarians5398	K22614
Cvarians105236	K02947
Cvarians289595	K02934
Cvarians185327	K00253
Cvarians23300	K10755
